ID,Function,Comment
4119,"function _updatePurchasingState ( address , uint256 ) internal pure { }","Overrides for extensions that require an internal state to check for validity ( current user contributions , etc . )"
4120,"function refund ( ) minCapNotReached salePeriodCompleted isValidState external { require ( msg . sender != shitFundAddress ) ; uint256 shitVal = balances [ msg . sender ] ; require ( shitVal > 0 ) ; balances [ msg . sender ] = balances [ msg . sender ] . sub ( shitVal ) ; assignedSupply = assignedSupply . sub ( shitVal ) ; uint256 ethVal = shitVal . div ( tokenExchangeRate ) ; msg . sender . transfer ( ethVal ) ; RefundSent ( msg . sender , ethVal ) ; }",Allows contributors to recover their ETH in the case of a failed token sale
4122,function changeOwner ( address _newOwner ) onlyOwner { if ( msg . sender == owner ) { owner = _newOwner ; } },` owner ` can step down and assign some other address to this role
4123,"function _setMarketInterestRateModel ( address asset , InterestRateModel interestRateModel ) public returns ( uint ) { if ( msg . sender != admin ) { return fail ( Error . UNAUTHORIZED , FailureInfo . SET_MARKET_INTEREST_RATE_MODEL_OWNER_CHECK ) ; } markets [ asset ] . interestRateModel = interestRateModel ; emit SetMarketInterestRateModel ( asset , interestRateModel ) ; return uint ( Error . NO_ERROR ) ; }",Sets the interest rate model for a given market
4124,"function newChannel ( address partner , uint settle_timeout ) returns ( address ) { address old_channel = getChannelWith ( partner ) ; if ( old_channel != 0 ) { ChannelDeleted ( msg . sender , partner ) ; } address new_channel = data . newChannel ( partner , settle_timeout ) ; ChannelNew ( new_channel , msg . sender , partner , settle_timeout ) ; return new_channel ; }",Create a new payment channel between two parties
4127,function setWalletAddress ( address _walletAddress ) public onlyWalletAddr { walletAddress = _walletAddress ; },only wallet address can set new wallet address
4128,function setMaximumClaimPriceWei ( uint _maximumClaimPriceWei ) { externalEnter ( ) ; setMaximumClaimPriceWeiRP ( _maximumClaimPriceWei ) ; externalLeave ( ) ; },Used by topWizard to vary the cap on claim price .
4131,"function depositSynths ( uint amount ) external { synth . transferFrom ( msg . sender , this , amount ) ; }",depositSynths : Allows users to deposit synths via the approve / transferFrom workflow if they 'd like .
4132,"function approve ( address _spender , uint256 _value ) notPendingWithdrawal returns ( bool success ) { if ( ( _value != 0 ) && ( allowance [ msg . sender ] [ _spender ] != 0 ) ) throw ; allowance [ msg . sender ] [ _spender ] = _value ; Approval ( msg . sender , _spender , _value ) ; return true ; }",` msg.sender ` approves ` _spender ` to spend ` _value ` tokens
4134,"function getPledgeAdmin ( uint64 idAdmin ) constant returns ( PledgeAdminType adminType , address addr , string name , string url , uint64 commitTime , uint64 parentProject , bool canceled , address plugin ) { PledgeAdmin storage m = findAdmin ( idAdmin ) ; adminType = m . adminType ; addr = m . addr ; name = m . name ; url = m . url ; commitTime = m . commitTime ; parentProject = m . parentProject ; canceled = m . canceled ; plugin = address ( m . plugin ) ; }",A constant getter to check the details of a specified Admin
4136,"function doBurn ( address _operator , address _tokenHolder , uint256 _amount , bytes _holderData , bytes _operatorData ) internal whenNotPaused { requireMultiple ( _amount ) ; uint balanceAvailable = getAmountOfUnlockedTokens ( _tokenHolder ) ; require ( balanceAvailable >= _amount , ""You can only burn tokens when you have a balance grater than or equal to the amount specified"" ) ; mBalances [ _tokenHolder ] = mBalances [ _tokenHolder ] . sub ( _amount ) ; mTotalSupply = mTotalSupply . sub ( _amount ) ; callSender ( _operator , _tokenHolder , 0x0 , _amount , _holderData , _operatorData ) ; emit Burned ( _operator , _tokenHolder , _amount , _holderData , _operatorData ) ; }",Helper function actually performing the burning of tokens .
4137,"function approveAndCall ( address _spender , uint256 _value , bytes _data ) public returns ( bool ) ;",Approve the passed address to spend the specified amount of tokens on behalf of msg.sender and then call ` onApprovalReceived ` on spender Beware that changing an allowance with this method brings the risk that someone may use both the old and the new allowance by unfortunate transaction ordering .
4138,function unpause ( ) public onlyOwner whenPaused { require ( newContractAddress == address ( 0 ) ) ; super . unpause ( ) ; },This is public rather than external so we can call super.unpause without using an expensive CALL .
4139,function resultFor ( bytes32 question_id ) stateFinalized ( question_id ) external view returns ( bytes32 ) { return questions [ question_id ] . best_answer ; },"Return the final answer to the specified question , or revert if there is n't one"
4142,"function setNewController ( address _controller ) public onlyEthealMultisig { require ( _controller != address ( 0 ) && newController == address ( 0 ) ) ; newController = TokenController ( _controller ) ; ethealToken . changeController ( _controller ) ; hodlerReward . transferOwnership ( _controller ) ; uint256 _stake = this . balance ; if ( _stake > 0 ) { _controller . transfer ( _stake ) ; } _stake = ethealToken . balanceOf ( this ) ; if ( _stake > 0 ) { ethealToken . transfer ( _controller , _stake ) ; } }","replaces controller when it was not yet replaced , only multisig can do it"
4143,function ownerOf ( uint256 _cutieId ) external view canBeStoredIn40Bits ( _cutieId ) returns ( address owner ) { owner = cutieIndexToOwner [ uint40 ( _cutieId ) ] ; require ( owner != address ( 0 ) ) ; },Returns the address currently assigned ownership of a given Cutie .
4146,"function transfer ( address to , uint256 index ) public returns ( bool ) { Loan storage loan = loans [ index ] ; require ( loan . status != Status . destroyed && loan . status != Status . paid ) ; require ( msg . sender == loan . lender || msg . sender == loan . approvedTransfer ) ; require ( to != address ( 0 ) ) ; loan . lender = to ; loan . approvedTransfer = address ( 0 ) ; lendersBalance [ msg . sender ] -= 1 ; lendersBalance [ to ] += 1 ; Transfer ( loan . lender , to , index ) ; return true ; }","Transfers a loan to a different lender , the caller must be the current lender or previously being approved with the method `` approveTransfer '' ; only loans with the Status.lent status can be transfered ."
4147,"function addVestingSchedule ( address account , uint [ ] times , uint [ ] quantities ) external onlyOwner onlyDuringSetup { for ( uint i = 0 ; i < times . length ; i ++ ) { appendVestingEntry ( account , times [ i ] , quantities [ i ] ) ; } }",Construct a vesting schedule to release a quantities of SNX over a series of intervals .
4148,"function _escrow ( address _owner , uint256 _tokenId ) internal { nonFungibleContract . safeTransferFrom ( _owner , this , _tokenId ) ; }","Escrows the ERC721 Token , assigning ownership to this contract ."
4149,"function rescindApproval ( address _spender ) external { require ( approvedSpenders [ msg . sender ] [ _spender ] , ""Spender has not been approved"" ) ; require ( whitelistedSpenders [ _spender ] != true , ""Spender must be removed from the whitelist"" ) ; delete approvedSpenders [ msg . sender ] [ _spender ] ; emit SpenderRescind ( msg . sender , _spender ) ; }",Rescinds a previous approval for spending the ` msg.sender ` 's contract balance .
4151,"function processSeason ( uint32 _season ) public onlyCOO { uint64 fightTime = matchTime [ _season ] ; require ( now >= fightTime && fightTime > 0 ) ; uint sumFund = 0 ; uint sumSeed = 0 ; ( sumFund , sumSeed ) = _getFightData ( _season ) ; if ( sumFund == 0 ) { finished [ _season ] = 110 ; doLogFighter ( _season , 0 , 0 ) ; emit SeasonNone ( _season ) ; emit LogMatch ( _season , sumFund , fightTime , sumSeed , 0 , 0 , 0 , false ) ; } else { uint8 champion = _localFight ( _season , uint32 ( sumSeed ) ) ; uint percentile = safeDiv ( sumFund , 100 ) ; uint devCut = percentile * 4 ; uint partnerCut = percentile * 5 ; uint fighterCut = percentile * 1 ; uint bonusWinner = percentile * 80 ; _bonusToPartners ( partnerCut ) ; _bonusToFighters ( _season , champion , fighterCut ) ; bool isRefound = _bonusToBettor ( _season , champion , bonusWinner ) ; _addMoney ( cfoAddress , devCut ) ; uint key = _season * 1000 + champion ; Fighter storage soldier = soldiers [ key ] ; doLogFighter ( _season , key , fighterCut ) ; emit SeasonWinner ( _season , champion ) ; emit LogMatch ( _season , sumFund , fightTime , sumSeed , key , soldier . hometown , soldier . tokenID , isRefound ) ; } clearTheSeason ( _season ) ; }","process a combat , it is expencive , so provide enough gas"
4152,"function transfer ( address _to , uint _value ) public returns ( bool success ) { require ( balances [ msg . sender ] >= _value ) ; require ( balances [ _to ] + _value >= balances [ _to ] ) ; balances [ msg . sender ] = sub ( balances [ msg . sender ] , _value ) ; balances [ _to ] = add ( balances [ _to ] , _value ) ; emit Transfer ( msg . sender , _to , _value ) ; return true ; }",Send ` _value ` tokens to ` _to ` from ` msg.sender `
4153,"function transferManyLands ( uint256 estateId , uint256 [ ] landIds , address destinatary ) external canTransfer ( estateId ) { uint length = landIds . length ; for ( uint i = 0 ; i < length ; i ++ ) { _transferLand ( estateId , landIds [ i ] , destinatary ) ; } }",Transfer many tokens owned by an Estate to a new owner
4154,"function depositCollateral ( address token , uint amount ) public { require ( isAcceptedToken ( token ) , ""ERC20 not authorised"" ) ; require ( amount == getAcceptedTokenAmount ( token ) ) ; require ( isValid ( token ) ) ; tokens [ token ] [ msg . sender ] = tokens [ token ] [ msg . sender ] . add ( amount ) ; require ( StandardToken ( token ) . transferFrom ( msg . sender , this , amount ) , ""error with token"" ) ; emit Deposit ( token , msg . sender , amount , tokens [ token ] [ msg . sender ] ) ; DataVault . _externalAddMasternode ( msg . sender ) ; }",Public function that allows any user to deposit accepted tokens as collateral to become a masternode .
4156,"function lock ( address investor , uint112 amount , uint112 neumarks , uint32 unlockDate ) private acceptAgreement ( investor ) { require ( amount > 0 ) ; Account storage account = _accounts [ investor ] ; if ( account . unlockDate == 0 ) { _totalInvestors += 1 ; } account . balance = addBalance ( account . balance , amount ) ; account . neumarksDue = add112 ( account . neumarksDue , neumarks ) ; if ( unlockDate > account . unlockDate ) { account . unlockDate = unlockDate ; } emit LogFundsLocked ( investor , amount , neumarks ) ; }","locks funds of investors for a period of time , called by migration"
4157,"function approve ( address _approved , uint256 _tokenId ) external payable { require ( msg . sender == _ownerOf ( _tokenId ) ) ; require ( msg . sender != _approved ) ; if ( _getApproved ( _tokenId ) != address ( 0 ) || _approved != address ( 0 ) ) { _approve ( _approved , _tokenId ) ; Approval ( msg . sender , _approved , _tokenId ) ; } }",Set or reaffirm the approved address for an NFT
4158,function finalizeCrowdsale ( ) public onlyOwner { finalized = true ; token . finishMinting ( ) ; token . transferOwnership ( owner ) ; if ( tokensSold >= goal && address ( this ) . balance > 0 ) { owner . transfer ( address ( this ) . balance ) ; } },"Closes crowdsale , finishes minting ( allowing token transfers ) , transfers token ownership to the owner"
4159,"function feesByPeriod ( address account ) public view returns ( uint [ FEE_PERIOD_LENGTH ] ) { uint [ FEE_PERIOD_LENGTH ] memory result ; uint initialDebtOwnership ; uint debtEntryIndex ; ( initialDebtOwnership , debtEntryIndex ) = synthetix . synthetixState ( ) . issuanceData ( account ) ; if ( initialDebtOwnership == 0 ) return result ; uint totalSynths = synthetix . totalIssuedSynths ( ""XDR"" ) ; if ( totalSynths == 0 ) return result ; uint debtBalance = synthetix . debtBalanceOf ( account , ""XDR"" ) ; uint userOwnershipPercentage = debtBalance . divideDecimal ( totalSynths ) ; uint penalty = currentPenalty ( account ) ; for ( uint i = 0 ; i < FEE_PERIOD_LENGTH ; i ++ ) { if ( recentFeePeriods [ i ] . startingDebtIndex > debtEntryIndex && lastFeeWithdrawal [ account ] < recentFeePeriods [ i ] . feePeriodId ) { uint feesFromPeriodWithoutPenalty = recentFeePeriods [ i ] . feesToDistribute . multiplyDecimal ( userOwnershipPercentage ) ; uint penaltyFromPeriod = feesFromPeriodWithoutPenalty . multiplyDecimal ( penalty ) ; uint feesFromPeriod = feesFromPeriodWithoutPenalty . sub ( penaltyFromPeriod ) ; result [ i ] = feesFromPeriod ; } } return result ; }","Calculates fees by period for an account , priced in XDRs"
4162,"function getReputationByFactory ( address _factoryAddress ) external view returns ( address [ ] ) { return getArrayAddress ( Encoder . getKey ( ""reputation"" , _factoryAddress ) ) ; }",Returns the reputation of the entered Module Factory
4163,function setOpsAddress ( address _opsAddress ) external onlyOwner returns ( bool ) { require ( _opsAddress != owner ) ; require ( _opsAddress != address ( this ) ) ; require ( _opsAddress != address ( 0 ) ) ; opsAddress = _opsAddress ; return true ; },Owner can change the verified operator address .
4164,"function _release ( ) internal { uint length = min ( transferAddresses . length , transferredIndex + MAX_TRANSFER ) ; uint i = transferredIndex ; if ( isCapped ) { for ( ; i < length ; i ++ ) { address ad = transferAddresses [ i ] ; uint b = balances [ ad ] ; if ( b == 0 ) { continue ; } balances [ ad ] = 0 ; parent . transfer ( ad , b ) ; } } else { uint unsold = getUnsoldToken ( ) ; uint sold = totalSupply_ . sub ( unsold ) ; if ( sold <= 0 ) { return ; } for ( ; i < length ; i ++ ) { ad = transferAddresses [ i ] ; b = balances [ ad ] ; if ( b == 0 ) { continue ; } b = b . add ( b . mul ( unsold ) . div ( sold ) ) ; balances [ ad ] = 0 ; parent . transfer ( ad , b ) ; } } transferredIndex = i - 1 ; }","Only call after releasing all sale smart contracts , this smart contract must have enough Mozo tokens"
4167,function balanceOf ( address account ) public view returns ( uint ) { return totalVestedAccountBalance [ account ] ; },A simple alias to totalVestedAccountBalance : provides ERC20 balance integration .
4168,"function convert ( uint _amount ) { if ( ! arcToken . transferFrom . gas ( 100000 ) ( msg . sender , vaultAddress , _amount ) ) { throw ; } if ( ! tokenContract . generateTokens ( msg . sender , _amount ) ) { throw ; } }",converts ARC tokens to new SWT tokens and forwards ARC to the vault address .
4169,"function withdrawERC20 ( address _tokenContract , uint256 _value ) external onlyOwner { require ( _tokenContract != address ( 0 ) ) ; IERC20 token = IERC20 ( _tokenContract ) ; require ( token . transfer ( owner , _value ) ) ; }",Allows the owner to withdraw unspent POLY stored by them on the ST or any ERC20 token .
4170,"function adjustPrice ( uint _multiplier ) external onlyOwner { require ( _multiplier < 400 && _multiplier > 25 ) ; minInvestment = minInvestment * _multiplier / 100 ; weiPerABIO = weiPerABIO * _multiplier / 100 ; emit PriceAdjust ( msg . sender , _multiplier , minInvestment , weiPerABIO ) ; }",allows owner to adjust ` minInvestment ` and ` weiPerABIO ` in case of extreme jumps of Ether 's dollar-value .
4171,function setMinBuyAmount ( uint256 _minBuyAmount ) onlyOwner public { minBuyAmount = _minBuyAmount ; },set minimal amount of ether which can be used to buy tokens
4173,"function calculateAccountValues ( address userAddress ) public view returns ( uint , uint , uint ) { ( Error err , uint supplyValue , uint borrowValue ) = calculateAccountValuesInternal ( userAddress ) ; if ( err != Error . NO_ERROR ) { return ( uint ( err ) , 0 , 0 ) ; } return ( 0 , supplyValue , borrowValue ) ; }","Gets the ETH values of the user 's accumulated supply and borrow balances , scaled by 10e18 ."
4174,"function getTokensWithBonuses ( uint256 value , bool withReferralBonus ) view public returns ( uint256 ) { uint256 amount = value . mul ( baseRate ) ; amount = amount . add ( getTimeBonus ( value ) ) . add ( getBulkBonus ( value ) ) ; if ( withReferralBonus ) { amount = amount . add ( getReferralBonus ( value ) ) ; } return amount ; }",Calculates how many tokens one should receive at curent time for a specified value of ether
4175,"function skipPayment ( uint _idDeposit , bool _skip ) public { require ( _idDeposit < deposits . length ) ; skipDeposits [ msg . sender ] [ _idDeposit ] = _skip ; SkipPayment ( _idDeposit , _skip ) ; }","This function is a failsafe function in case a token holder wants to skip a payment , can only be applied to one deposit at a time and only affects the payment for the ` msg.sender ` calling the function ; can be undone by calling again with ` skip == false `"
4177,function proxyPayment ( address buyer ) payable public whenNotPaused returns ( bool success ) { return doPayment ( buyer ) ; },` proxyPayment ( ) ` allows the caller to send ether to the VZTPresale and have the tokens created in an address of their choosing
4178,"function div ( uint256 x , uint256 y ) internal pure returns ( uint256 z ) { z = SafeMath . add ( SafeMath . mul ( x , ( 10 ** 18 ) ) , y / 2 ) / y ; }",This function divides two decimals represented as ( decimal 10DECIMALS )
4181,"function getChar ( uint256 _tokenId ) public view returns ( string wikiID_Name , uint256 sellingPrice , address owner ) { Char storage char = chars [ _tokenId ] ; wikiID_Name = char . wikiID_Name ; sellingPrice = charIndexToPrice [ _tokenId ] ; owner = charIndexToOwner [ _tokenId ] ; }",Returns all the relevant information about a specific char .
4183,"function createCloneToken ( address _parentToken , uint _snapshotBlock , string _tokenName , uint8 _decimalUnits , string _tokenSymbol , bool _transfersEnabled ) public returns ( MiniMeToken ) { MiniMeToken newToken = new MiniMeToken ( this , _parentToken , _snapshotBlock , _tokenName , _decimalUnits , _tokenSymbol , _transfersEnabled ) ; newToken . changeController ( msg . sender ) ; return newToken ; }",Update the DApp by creating a new token with new functionalities the msg.sender becomes the controller of this clone token
4184,function totalSupply ( ) public view returns ( uint Supply ) { return totalBhinneka ; },Returns the Total Number of BTI Tokens .
4185,"function approve ( address _to , uint256 _tokenId ) public { require ( _owns ( msg . sender , _tokenId ) ) ; collectibleIndexToApproved [ _tokenId ] = _to ; Approval ( msg . sender , _to , _tokenId ) ; }",Grant another address the right to transfer token via takeOwnership ( ) and transferFrom ( ) .
4186,"function migrate ( uint256 _value ) external nonReentrant isUpgrading { require ( _value > 0 ) ; require ( _value <= balances [ msg . sender ] ) ; require ( agent . isMigrationAgent ( ) ) ; balances [ msg . sender ] = balances [ msg . sender ] . sub ( _value ) ; totalSupply = totalSupply . sub ( _value ) ; totalMigrated = totalMigrated . add ( _value ) ; if ( ! agent . migrateFrom ( msg . sender , _value ) ) { revert ( ) ; } Migrate ( msg . sender , agent , _value ) ; }",Migrate tokens to the new token contract .
4188,"function payAffiliate ( uint256 _tokens , uint256 _etherValue , address _caller ) internal { if ( affiliateUtility . isAffiliateValid ( _caller ) ) { address affiliate = affiliateUtility . getAffiliate ( _caller ) ; var ( affiliateBonus , contributorBonus ) = affiliateUtility . applyAffiliate ( _caller , _tokens , _etherValue ) ; shp . generateTokens ( affiliate , affiliateBonus ) ; shp . generateTokens ( _caller , contributorBonus ) ; } }",Pays an affiliate if they are valid and present in the transaction data
4190,function changeArbitrator ( address _newArbitrator ) onlyArbitrator { arbitrator = _newArbitrator ; },` onlyArbitrator ` Reassigns the arbitrator to a new address
4191,"function _chkBuyerLmts ( address buyer , uint amountOfCoinsBuyerCanBuy ) internal returns ( bool success ) { uint amountTkns = amountOfCoinsBuyerCanBuy ; success = false ; ICO ico = ICO ( _getIcoAddr ( ) ) ; uint seriesCapFactor = ico . getSCF ( ) ; if ( amountTkns <= safeSub ( safeDiv ( allowedIndividualShare * seriesCapFactor , 10 ** 18 ) , balanceOf [ buyer ] ) ) { success = true ; } return success ; }",a buyers allowed limits in holding ico tokens is checked
4192,"function createToken ( ) payable returns ( bool success ) { if ( msg . value == 0 ) { throw ; } if ( ( balances [ msg . sender ] + msg . value ) > balances [ msg . sender ] && ( totalSupply + msg . value ) > totalSupply ) { totalSupply += msg . value ; balances [ msg . sender ] += msg . value ; LogCreateToken ( msg . sender , msg . value ) ; return true ; } else { throw ; } }",Creates ether tokens corresponding to the amount of ether received 'msg.value ' .
4193,function _getApproved ( uint256 _tokenId ) internal view returns ( address ) { require ( _exists ( _tokenId ) ) ; return _tokenApprovals [ _tokenId ] ; },Get the approved address for a single NFT
4194,"function setSigningLogic ( SigningLogicInterface _newSigningLogic ) public nonZero ( _newSigningLogic ) onlyOwner { address oldSigningLogic = signingLogic ; signingLogic = _newSigningLogic ; emit SigningLogicChanged ( oldSigningLogic , signingLogic ) ; }",Change the implementation of the SigningLogic contract by setting a new address
4196,"function collect ( address caller ) public { require ( getBlockTimestamp ( ) > contribution . startTime ( ) ) ; uint256 pre_sale_fixed_at = contribution . initializedBlock ( ) ; uint256 balance = wct1 . balanceOfAt ( caller , pre_sale_fixed_at ) ; balance = balance . add ( wct2 . balanceOfAt ( caller , pre_sale_fixed_at ) ) ; uint256 totalSupplied = wct1 . totalSupplyAt ( pre_sale_fixed_at ) ; totalSupplied = totalSupplied . add ( wct2 . totalSupplyAt ( pre_sale_fixed_at ) ) ; uint256 total = totalCollected . add ( wpr . balanceOf ( address ( this ) ) ) ; assert ( totalSupplied > 0 ) ; uint256 amount = total . mul ( balance ) . div ( totalSupplied ) ; amount = amount . sub ( collected [ caller ] ) ; require ( amount > 0 ) ; totalCollected = totalCollected . add ( amount ) ; collected [ caller ] = collected [ caller ] . add ( amount ) ; require ( wpr . transfer ( caller , amount ) ) ; TokensCollected ( caller , amount ) ; }",This method should be called by the WCT holders to collect their corresponding WPRs
4198,"function borrow ( address asset , uint amount ) public returns ( uint ) { if ( paused ) { return fail ( Error . CONTRACT_PAUSED , FailureInfo . BORROW_CONTRACT_PAUSED ) ; } BorrowLocalVars memory localResults ; Market storage market = markets [ asset ] ; Balance storage borrowBalance = borrowBalances [ msg . sender ] [ asset ] ; Error err ; uint rateCalculationResultCode ; if ( ! market . isSupported ) { return fail ( Error . MARKET_NOT_SUPPORTED , FailureInfo . BORROW_MARKET_NOT_SUPPORTED ) ; } ( err , localResults . newBorrowIndex ) = calculateInterestIndex ( market . borrowIndex , market . borrowRateMantissa , market . blockNumber , getBlockNumber ( ) ) ; if ( err != Error . NO_ERROR ) { return fail ( err , FailureInfo . BORROW_NEW_BORROW_INDEX_CALCULATION_FAILED ) ; } ( err , localResults . userBorrowCurrent ) = calculateBalance ( borrowBalance . principal , borrowBalance . interestIndex , localResults . newBorrowIndex ) ; if ( err != Error . NO_ERROR ) { return fail ( err , FailureInfo . BORROW_ACCUMULATED_BALANCE_CALCULATION_FAILED ) ; } ( err , localResults . borrowAmountWithFee ) = calculateBorrowAmountWithFee ( amount ) ; if ( err != Error . NO_ERROR ) { return fail ( err , FailureInfo . BORROW_ORIGINATION_FEE_CALCULATION_FAILED ) ; } ( err , localResults . userBorrowUpdated ) = add ( localResults . userBorrowCurrent , localResults . borrowAmountWithFee ) ; if ( err != Error . NO_ERROR ) { return fail ( err , FailureInfo . BORROW_NEW_TOTAL_BALANCE_CALCULATION_FAILED ) ; } ( err , localResults . newTotalBorrows ) = addThenSub ( market . totalBorrows , localResults . userBorrowUpdated , borrowBalance . principal ) ; if ( err != Error . NO_ERROR ) { return fail ( err , FailureInfo . BORROW_NEW_TOTAL_BORROW_CALCULATION_FAILED ) ; } ( err , localResults . accountLiquidity , localResults . accountShortfall ) = calculateAccountLiquidity ( msg . sender ) ; if ( err != Error . NO_ERROR ) { return fail ( err , FailureInfo . BORROW_ACCOUNT_LIQUIDITY_CALCULATION_FAILED ) ; } if ( ! isZeroExp ( localResults . accountShortfall ) ) { return fail ( Error . INSUFFICIENT_LIQUIDITY , FailureInfo . BORROW_ACCOUNT_SHORTFALL_PRESENT ) ; } ( err , localResults . ethValueOfBorrowAmountWithFee ) = getPriceForAssetAmountMulCollatRatio ( asset , localResults . borrowAmountWithFee ) ; if ( err != Error . NO_ERROR ) { return fail ( err , FailureInfo . BORROW_AMOUNT_VALUE_CALCULATION_FAILED ) ; } if ( lessThanExp ( localResults . accountLiquidity , localResults . ethValueOfBorrowAmountWithFee ) ) { return fail ( Error . INSUFFICIENT_LIQUIDITY , FailureInfo . BORROW_AMOUNT_LIQUIDITY_SHORTFALL ) ; } localResults . currentCash = getCash ( asset ) ; ( err , localResults . updatedCash ) = sub ( localResults . currentCash , amount ) ; if ( err != Error . NO_ERROR ) { return fail ( Error . TOKEN_INSUFFICIENT_CASH , FailureInfo . BORROW_NEW_TOTAL_CASH_CALCULATION_FAILED ) ; } ( err , localResults . newSupplyIndex ) = calculateInterestIndex ( market . supplyIndex , market . supplyRateMantissa , market . blockNumber , getBlockNumber ( ) ) ; if ( err != Error . NO_ERROR ) { return fail ( err , FailureInfo . BORROW_NEW_SUPPLY_INDEX_CALCULATION_FAILED ) ; } ( rateCalculationResultCode , localResults . newSupplyRateMantissa ) = market . interestRateModel . getSupplyRate ( asset , localResults . updatedCash , localResults . newTotalBorrows ) ; if ( rateCalculationResultCode != 0 ) { return failOpaque ( FailureInfo . BORROW_NEW_SUPPLY_RATE_CALCULATION_FAILED , rateCalculationResultCode ) ; } ( rateCalculationResultCode , localResults . newBorrowRateMantissa ) = market . interestRateModel . getBorrowRate ( asset , localResults . updatedCash , localResults . newTotalBorrows ) ; if ( rateCalculationResultCode != 0 ) { return failOpaque ( FailureInfo . BORROW_NEW_BORROW_RATE_CALCULATION_FAILED , rateCalculationResultCode ) ; } err = doTransferOut ( asset , msg . sender , amount ) ; if ( err != Error . NO_ERROR ) { return fail ( err , FailureInfo . BORROW_TRANSFER_OUT_FAILED ) ; } market . blockNumber = getBlockNumber ( ) ; market . totalBorrows = localResults . newTotalBorrows ; market . supplyRateMantissa = localResults . newSupplyRateMantissa ; market . supplyIndex = localResults . newSupplyIndex ; market . borrowRateMantissa = localResults . newBorrowRateMantissa ; market . borrowIndex = localResults . newBorrowIndex ; localResults . startingBalance = borrowBalance . principal ; borrowBalance . principal = localResults . userBorrowUpdated ; borrowBalance . interestIndex = localResults . newBorrowIndex ; emit BorrowTaken ( msg . sender , asset , amount , localResults . startingBalance , localResults . borrowAmountWithFee , localResults . userBorrowUpdated ) ; return uint ( Error . NO_ERROR ) ; }",Users borrow assets from the protocol to their own address
4199,"function verifyTransfer ( address , address _to , uint256 , bool ) public returns ( Result ) { if ( ! paused ) { if ( maxHolderCount < ISecurityToken ( securityToken ) . investorCount ( ) ) { if ( ISecurityToken ( securityToken ) . balanceOf ( _to ) != 0 ) { return Result . NA ; } return Result . INVALID ; } return Result . NA ; } return Result . NA ; }",Used to verify the transfer transaction according to the rule implemented in the trnasfer managers
4200,"function transferFrom ( address _from , address _to , uint256 _amount ) returns ( bool success ) { if ( balances [ _to ] + _amount <= balances [ _to ] ) return false ; if ( allowed [ _from ] [ msg . sender ] < _amount ) return false ; if ( balances [ msg . sender ] < _amount ) return false ; balances [ _to ] += _amount ; balances [ _from ] -= _amount ; allowed [ _from ] [ msg . sender ] -= _amount ; Transfer ( _from , _to , _amount ) ; return true ; }",Transfer Spork tokens from one account to another
4206,function canStart ( ) public view returns ( bool ) { uint256 timeOfWeek = ( block . timestamp - 345600 ) % 604800 ; uint256 windows = activeTimesFrom . length ; if ( windows == 0 ) { return true ; } for ( uint256 i = 0 ; i < windows ; i ++ ) { if ( timeOfWeek >= activeTimesFrom [ i ] && timeOfWeek <= activeTimesTo [ i ] ) { return true ; } } return false ; },"A boolean indicating whether a new game can start , based on the active times ."
4207,function getAmountOfTokens ( ) public view returns ( uint256 _lengthOfTokens ) { _lengthOfTokens = tokenAddress . length ; },Returns the amount of tokens currently in this contract .
4208,"function generateSecurityToken ( string _name , string _ticker , string _tokenDetails , bool _divisible ) external ;",Creates a new Security Token and saves it to the registry
4211,"function stakeTokens ( uint _quantity ) external isStaking notZero ( _quantity ) { require ( levToken . allowance ( msg . sender , this ) >= _quantity ) ; levBlocks [ msg . sender ] = levBlocks [ msg . sender ] . add ( _quantity . mul ( endBlock . sub ( block . number ) ) ) ; stakes [ msg . sender ] = stakes [ msg . sender ] . add ( _quantity ) ; totalLevBlocks = totalLevBlocks . add ( _quantity . mul ( endBlock . sub ( block . number ) ) ) ; totalLevs = totalLevs . add ( _quantity ) ; require ( levToken . transferFrom ( msg . sender , this , _quantity ) ) ; StakeEvent ( msg . sender , _quantity , startBlock , endBlock ) ; }",Public function to stake tokens executable by any user .
4213,"function unFreezeAccount ( address target ) onlyOwner public { frozenAccount [ target ] = false ; FrozenFunds ( target , false ) ; }",Allow ` target ` from sending & receiving tokens
4214,function startSale ( ) public onlyController { require ( campaignState > 2 ) ; campaignState = 2 ; uint256 tNow = now ; tCampaignStart = tNow ; t_1st_StageEnd += tNow ; t_2nd_StageEnd += tNow ; tCampaignEnd += tNow ; CampaignOpen ( now ) ; },Puts campaign into active state only controller can do that only possible if team token Vault is set up WARNING : usual caveats apply to the Ethereum 's interpretation of time
4215,function supportsInterface ( bytes4 _interfaceID ) external pure returns ( bool ) { return ( ( _interfaceID == INTERFACE_SIGNATURE_ERC165 ) || ( _interfaceID == INTERFACE_SIGNATURE_ERC721 ) || ( _interfaceID == INTERFACE_SIGNATURE_ERC721Metadata ) ) ; },Introspection interface as per ERC-165 ( https : //github.com/ethereum/EIPs/issues/165 ) .
4216,"function setManualOverride ( bool _override ) public onlyOwner { manualOverride = _override ; emit SetManualOverride ( _override , now ) ; }",Determine whether manual price is used or not
