filename,contract,abi,bytecode
4896.sol,node_modules/@openzeppelin/contracts/utils/Context.sol:Context,[],
4896.sol,openzeppelin/SafeMath.sol:SafeMath,[],6055604b600b8282823980515f1a607314603f577f4e487b71000000000000000000000000000000000000000000000000000000005f525f60045260245ffd5b305f52607381538281f3fe730000000000000000000000000000000000000000301460806040525f5ffdfea26469706673582212200ff358ae59ec58298d58fe689d558baadad96ce06237a937c6a44ca279e6a33c64736f6c634300081e0033
1777.sol,1777.sol:StakeManager,"[{""inputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""constructor""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""owner"", ""type"": ""address""}], ""name"": ""OwnableInvalidOwner"", ""type"": ""error""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""account"", ""type"": ""address""}], ""name"": ""OwnableUnauthorizedAccount"", ""type"": ""error""}, {""anonymous"": false, ""inputs"": [{""indexed"": true, ""internalType"": ""address"", ""name"": ""previousOwner"", ""type"": ""address""}, {""indexed"": true, ""internalType"": ""address"", ""name"": ""newOwner"", ""type"": ""address""}], ""name"": ""OwnershipTransferred"", ""type"": ""event""}, {""inputs"": [{""internalType"": ""uint256"", ""name"": ""_ID"", ""type"": ""uint256""}], ""name"": ""getMinimumStake"", ""outputs"": [{""internalType"": ""uint256"", ""name"": """", ""type"": ""uint256""}], ""stateMutability"": ""view"", ""type"": ""function""}, {""inputs"": [], ""name"": ""owner"", ""outputs"": [{""internalType"": ""address"", ""name"": """", ""type"": ""address""}], ""stateMutability"": ""view"", ""type"": ""function""}, {""inputs"": [], ""name"": ""renounceOwnership"", ""outputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""function""}, {""inputs"": [{""internalType"": ""uint256"", ""name"": ""_ID"", ""type"": ""uint256""}, {""internalType"": ""uint256"", ""name"": ""_stakeAmount"", ""type"": ""uint256""}], ""name"": ""setMinimumStake"", ""outputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""function""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""newOwner"", ""type"": ""address""}], ""name"": ""transferOwnership"", ""outputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""function""}]",608060405234801561000f575f5ffd5b50335f73ffffffffffffffffffffffffffffffffffffffff168173ffffffffffffffffffffffffffffffffffffffff1603610081575f6040517f1e4fbdf700000000000000000000000000000000000000000000000000000000815260040161007891906101dc565b60405180910390fd5b610090816100dc60201b60201c565b506001805f5f81526020019081526020015f2081905550600260015f600181526020019081526020015f2081905550600360015f600281526020019081526020015f20819055506101f5565b5f5f5f9054906101000a900473ffffffffffffffffffffffffffffffffffffffff169050815f5f6101000a81548173ffffffffffffffffffffffffffffffffffffffff021916908373ffffffffffffffffffffffffffffffffffffffff1602179055508173ffffffffffffffffffffffffffffffffffffffff168173ffffffffffffffffffffffffffffffffffffffff167f8be0079c531659141344cd1fd0a4f28419497f9722a3daafe3b4186f6b6457e060405160405180910390a35050565b5f73ffffffffffffffffffffffffffffffffffffffff82169050919050565b5f6101c68261019d565b9050919050565b6101d6816101bc565b82525050565b5f6020820190506101ef5f8301846101cd565b92915050565b6105bd806102025f395ff3fe608060405234801561000f575f5ffd5b5060043610610055575f3560e01c8063715018a6146100595780638da5cb5b14610063578063a3bac0a414610081578063e1052b331461009d578063f2fde38b146100cd575b5f5ffd5b6100616100e9565b005b61006b6100fc565b60405161007891906103b3565b60405180910390f35b61009b60048036038101906100969190610403565b610123565b005b6100b760048036038101906100b29190610441565b610187565b6040516100c4919061047b565b60405180910390f35b6100e760048036038101906100e291906104be565b6101a1565b005b6100f1610225565b6100fa5f6102ac565b565b5f5f5f9054906101000a900473ffffffffffffffffffffffffffffffffffffffff16905090565b61012b610225565b5f811161016d576040517f08c379a000000000000000000000000000000000000000000000000000000000815260040161016490610569565b60405180910390fd5b8060015f8481526020019081526020015f20819055505050565b5f60015f8381526020019081526020015f20549050919050565b6101a9610225565b5f73ffffffffffffffffffffffffffffffffffffffff168173ffffffffffffffffffffffffffffffffffffffff1603610219575f6040517f1e4fbdf700000000000000000000000000000000000000000000000000000000815260040161021091906103b3565b60405180910390fd5b610222816102ac565b50565b61022d61036d565b73ffffffffffffffffffffffffffffffffffffffff1661024b6100fc565b73ffffffffffffffffffffffffffffffffffffffff16146102aa5761026e61036d565b6040517f118cdaa70000000000000000000000000000000000000000000000000000000081526004016102a191906103b3565b60405180910390fd5b565b5f5f5f9054906101000a900473ffffffffffffffffffffffffffffffffffffffff169050815f5f6101000a81548173ffffffffffffffffffffffffffffffffffffffff021916908373ffffffffffffffffffffffffffffffffffffffff1602179055508173ffffffffffffffffffffffffffffffffffffffff168173ffffffffffffffffffffffffffffffffffffffff167f8be0079c531659141344cd1fd0a4f28419497f9722a3daafe3b4186f6b6457e060405160405180910390a35050565b5f33905090565b5f73ffffffffffffffffffffffffffffffffffffffff82169050919050565b5f61039d82610374565b9050919050565b6103ad81610393565b82525050565b5f6020820190506103c65f8301846103a4565b92915050565b5f5ffd5b5f819050919050565b6103e2816103d0565b81146103ec575f5ffd5b50565b5f813590506103fd816103d9565b92915050565b5f5f60408385031215610419576104186103cc565b5b5f610426858286016103ef565b9250506020610437858286016103ef565b9150509250929050565b5f60208284031215610456576104556103cc565b5b5f610463848285016103ef565b91505092915050565b610475816103d0565b82525050565b5f60208201905061048e5f83018461046c565b92915050565b61049d81610393565b81146104a7575f5ffd5b50565b5f813590506104b881610494565b92915050565b5f602082840312156104d3576104d26103cc565b5b5f6104e0848285016104aa565b91505092915050565b5f82825260208201905092915050565b7f5374616b6520616d6f756e74206d7573742062652067726561746572207468615f8201527f6e207a65726f0000000000000000000000000000000000000000000000000000602082015250565b5f6105536026836104e9565b915061055e826104f9565b604082019050919050565b5f6020820190508181035f83015261058081610547565b905091905056fea2646970667358221220e2be32c6d544415a4938c71275053c55eb6d08a2f82d8f108926abcf7e56316664736f6c634300081e0033
1777.sol,node_modules/@openzeppelin/contracts/access/Ownable.sol:Ownable,"[{""inputs"": [{""internalType"": ""address"", ""name"": ""owner"", ""type"": ""address""}], ""name"": ""OwnableInvalidOwner"", ""type"": ""error""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""account"", ""type"": ""address""}], ""name"": ""OwnableUnauthorizedAccount"", ""type"": ""error""}, {""anonymous"": false, ""inputs"": [{""indexed"": true, ""internalType"": ""address"", ""name"": ""previousOwner"", ""type"": ""address""}, {""indexed"": true, ""internalType"": ""address"", ""name"": ""newOwner"", ""type"": ""address""}], ""name"": ""OwnershipTransferred"", ""type"": ""event""}, {""inputs"": [], ""name"": ""owner"", ""outputs"": [{""internalType"": ""address"", ""name"": """", ""type"": ""address""}], ""stateMutability"": ""view"", ""type"": ""function""}, {""inputs"": [], ""name"": ""renounceOwnership"", ""outputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""function""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""newOwner"", ""type"": ""address""}], ""name"": ""transferOwnership"", ""outputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""function""}]",
1777.sol,node_modules/@openzeppelin/contracts/utils/Context.sol:Context,[],
1777.sol,openzeppelin/SafeMath.sol:SafeMath,[],6055604b600b8282823980515f1a607314603f577f4e487b71000000000000000000000000000000000000000000000000000000005f525f60045260245ffd5b305f52607381538281f3fe730000000000000000000000000000000000000000301460806040525f5ffdfea26469706673582212200ff358ae59ec58298d58fe689d558baadad96ce06237a937c6a44ca279e6a33c64736f6c634300081e0033
4496.sol,4496.sol:ICO,"[{""inputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""constructor""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""owner"", ""type"": ""address""}], ""name"": ""OwnableInvalidOwner"", ""type"": ""error""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""account"", ""type"": ""address""}], ""name"": ""OwnableUnauthorizedAccount"", ""type"": ""error""}, {""anonymous"": false, ""inputs"": [{""indexed"": true, ""internalType"": ""address"", ""name"": ""previousOwner"", ""type"": ""address""}, {""indexed"": true, ""internalType"": ""address"", ""name"": ""newOwner"", ""type"": ""address""}], ""name"": ""OwnershipTransferred"", ""type"": ""event""}, {""inputs"": [], ""name"": ""endDateSet"", ""outputs"": [{""internalType"": ""bool"", ""name"": """", ""type"": ""bool""}], ""stateMutability"": ""view"", ""type"": ""function""}, {""inputs"": [], ""name"": ""icoEndDate"", ""outputs"": [{""internalType"": ""uint256"", ""name"": """", ""type"": ""uint256""}], ""stateMutability"": ""view"", ""type"": ""function""}, {""inputs"": [], ""name"": ""owner"", ""outputs"": [{""internalType"": ""address"", ""name"": """", ""type"": ""address""}], ""stateMutability"": ""view"", ""type"": ""function""}, {""inputs"": [], ""name"": ""renounceOwnership"", ""outputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""function""}, {""inputs"": [{""internalType"": ""uint256"", ""name"": ""_icoEndDate"", ""type"": ""uint256""}], ""name"": ""setIcoEndDate"", ""outputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""function""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""newOwner"", ""type"": ""address""}], ""name"": ""transferOwnership"", ""outputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""function""}]",60806040525f60025f6101000a81548160ff021916908315150217905550348015610028575f5ffd5b50335f73ffffffffffffffffffffffffffffffffffffffff168173ffffffffffffffffffffffffffffffffffffffff160361009a575f6040517f1e4fbdf700000000000000000000000000000000000000000000000000000000815260040161009191906101d0565b60405180910390fd5b6100a9816100d060201b60201c565b5060018081905550600160025f6101000a81548160ff0219169083151502179055506101e9565b5f5f5f9054906101000a900473ffffffffffffffffffffffffffffffffffffffff169050815f5f6101000a81548173ffffffffffffffffffffffffffffffffffffffff021916908373ffffffffffffffffffffffffffffffffffffffff1602179055508173ffffffffffffffffffffffffffffffffffffffff168173ffffffffffffffffffffffffffffffffffffffff167f8be0079c531659141344cd1fd0a4f28419497f9722a3daafe3b4186f6b6457e060405160405180910390a35050565b5f73ffffffffffffffffffffffffffffffffffffffff82169050919050565b5f6101ba82610191565b9050919050565b6101ca816101b0565b82525050565b5f6020820190506101e35f8301846101c1565b92915050565b6105b8806101f65f395ff3fe608060405234801561000f575f5ffd5b5060043610610060575f3560e01c80632a62738b14610064578063715018a6146100825780638b0b94cf1461008c5780638da5cb5b146100a857806393d5f4dd146100c6578063f2fde38b146100e4575b5f5ffd5b61006c610100565b60405161007991906103b8565b60405180910390f35b61008a610106565b005b6100a660048036038101906100a191906103ff565b610119565b005b6100b0610194565b6040516100bd9190610469565b60405180910390f35b6100ce6101bb565b6040516100db919061049c565b60405180910390f35b6100fe60048036038101906100f991906104df565b6101cd565b005b60015481565b61010e610251565b6101175f6102d8565b565b610121610251565b60025f9054906101000a900460ff1615610170576040517f08c379a000000000000000000000000000000000000000000000000000000000815260040161016790610564565b60405180910390fd5b80600181905550600160025f6101000a81548160ff02191690831515021790555050565b5f5f5f9054906101000a900473ffffffffffffffffffffffffffffffffffffffff16905090565b60025f9054906101000a900460ff1681565b6101d5610251565b5f73ffffffffffffffffffffffffffffffffffffffff168173ffffffffffffffffffffffffffffffffffffffff1603610245575f6040517f1e4fbdf700000000000000000000000000000000000000000000000000000000815260040161023c9190610469565b60405180910390fd5b61024e816102d8565b50565b610259610399565b73ffffffffffffffffffffffffffffffffffffffff16610277610194565b73ffffffffffffffffffffffffffffffffffffffff16146102d65761029a610399565b6040517f118cdaa70000000000000000000000000000000000000000000000000000000081526004016102cd9190610469565b60405180910390fd5b565b5f5f5f9054906101000a900473ffffffffffffffffffffffffffffffffffffffff169050815f5f6101000a81548173ffffffffffffffffffffffffffffffffffffffff021916908373ffffffffffffffffffffffffffffffffffffffff1602179055508173ffffffffffffffffffffffffffffffffffffffff168173ffffffffffffffffffffffffffffffffffffffff167f8be0079c531659141344cd1fd0a4f28419497f9722a3daafe3b4186f6b6457e060405160405180910390a35050565b5f33905090565b5f819050919050565b6103b2816103a0565b82525050565b5f6020820190506103cb5f8301846103a9565b92915050565b5f5ffd5b6103de816103a0565b81146103e8575f5ffd5b50565b5f813590506103f9816103d5565b92915050565b5f60208284031215610414576104136103d1565b5b5f610421848285016103eb565b91505092915050565b5f73ffffffffffffffffffffffffffffffffffffffff82169050919050565b5f6104538261042a565b9050919050565b61046381610449565b82525050565b5f60208201905061047c5f83018461045a565b92915050565b5f8115159050919050565b61049681610482565b82525050565b5f6020820190506104af5f83018461048d565b92915050565b6104be81610449565b81146104c8575f5ffd5b50565b5f813590506104d9816104b5565b92915050565b5f602082840312156104f4576104f36103d1565b5b5f610501848285016104cb565b91505092915050565b5f82825260208201905092915050565b7f456e6420646174652063616e206f6e6c7920626520736574206f6e63650000005f82015250565b5f61054e601d8361050a565b91506105598261051a565b602082019050919050565b5f6020820190508181035f83015261057b81610542565b905091905056fea2646970667358221220a60b93228115342ecb43fdcabb29d65b018622c79637584b5768f2d97691b34864736f6c634300081e0033
4496.sol,node_modules/@openzeppelin/contracts/access/Ownable.sol:Ownable,"[{""inputs"": [{""internalType"": ""address"", ""name"": ""owner"", ""type"": ""address""}], ""name"": ""OwnableInvalidOwner"", ""type"": ""error""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""account"", ""type"": ""address""}], ""name"": ""OwnableUnauthorizedAccount"", ""type"": ""error""}, {""anonymous"": false, ""inputs"": [{""indexed"": true, ""internalType"": ""address"", ""name"": ""previousOwner"", ""type"": ""address""}, {""indexed"": true, ""internalType"": ""address"", ""name"": ""newOwner"", ""type"": ""address""}], ""name"": ""OwnershipTransferred"", ""type"": ""event""}, {""inputs"": [], ""name"": ""owner"", ""outputs"": [{""internalType"": ""address"", ""name"": """", ""type"": ""address""}], ""stateMutability"": ""view"", ""type"": ""function""}, {""inputs"": [], ""name"": ""renounceOwnership"", ""outputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""function""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""newOwner"", ""type"": ""address""}], ""name"": ""transferOwnership"", ""outputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""function""}]",
4496.sol,node_modules/@openzeppelin/contracts/utils/Context.sol:Context,[],
4496.sol,openzeppelin/SafeMath.sol:SafeMath,[],6055604b600b8282823980515f1a607314603f577f4e487b71000000000000000000000000000000000000000000000000000000005f525f60045260245ffd5b305f52607381538281f3fe730000000000000000000000000000000000000000301460806040525f5ffdfea26469706673582212200ff358ae59ec58298d58fe689d558baadad96ce06237a937c6a44ca279e6a33c64736f6c634300081e0033
2439.sol,2439.sol:RoleContract,"[{""inputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""constructor""}, {""inputs"": [], ""name"": ""AccessControlBadConfirmation"", ""type"": ""error""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""account"", ""type"": ""address""}, {""internalType"": ""bytes32"", ""name"": ""neededRole"", ""type"": ""bytes32""}], ""name"": ""AccessControlUnauthorizedAccount"", ""type"": ""error""}, {""anonymous"": false, ""inputs"": [{""indexed"": true, ""internalType"": ""bytes32"", ""name"": ""role"", ""type"": ""bytes32""}, {""indexed"": true, ""internalType"": ""bytes32"", ""name"": ""previousAdminRole"", ""type"": ""bytes32""}, {""indexed"": true, ""internalType"": ""bytes32"", ""name"": ""newAdminRole"", ""type"": ""bytes32""}], ""name"": ""RoleAdminChanged"", ""type"": ""event""}, {""anonymous"": false, ""inputs"": [{""indexed"": true, ""internalType"": ""bytes32"", ""name"": ""role"", ""type"": ""bytes32""}, {""indexed"": true, ""internalType"": ""address"", ""name"": ""account"", ""type"": ""address""}, {""indexed"": true, ""internalType"": ""address"", ""name"": ""sender"", ""type"": ""address""}], ""name"": ""RoleGranted"", ""type"": ""event""}, {""anonymous"": false, ""inputs"": [{""indexed"": true, ""internalType"": ""bytes32"", ""name"": ""role"", ""type"": ""bytes32""}, {""indexed"": true, ""internalType"": ""address"", ""name"": ""account"", ""type"": ""address""}, {""indexed"": true, ""internalType"": ""address"", ""name"": ""sender"", ""type"": ""address""}], ""name"": ""RoleRevoked"", ""type"": ""event""}, {""inputs"": [], ""name"": ""DEFAULT_ADMIN_ROLE"", ""outputs"": [{""internalType"": ""bytes32"", ""name"": """", ""type"": ""bytes32""}], ""stateMutability"": ""view"", ""type"": ""function""}, {""inputs"": [{""internalType"": ""bytes32"", ""name"": ""role"", ""type"": ""bytes32""}], ""name"": ""getRoleAdmin"", ""outputs"": [{""internalType"": ""bytes32"", ""name"": """", ""type"": ""bytes32""}], ""stateMutability"": ""view"", ""type"": ""function""}, {""inputs"": [{""internalType"": ""bytes32"", ""name"": ""role"", ""type"": ""bytes32""}, {""internalType"": ""address"", ""name"": ""account"", ""type"": ""address""}], ""name"": ""grantRole"", ""outputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""function""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""_app"", ""type"": ""address""}, {""internalType"": ""address"", ""name"": ""_entity"", ""type"": ""address""}, {""internalType"": ""bytes32"", ""name"": ""_role"", ""type"": ""bytes32""}], ""name"": ""grantRole"", ""outputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""function""}, {""inputs"": [{""internalType"": ""bytes32"", ""name"": ""role"", ""type"": ""bytes32""}, {""internalType"": ""address"", ""name"": ""account"", ""type"": ""address""}], ""name"": ""hasRole"", ""outputs"": [{""internalType"": ""bool"", ""name"": """", ""type"": ""bool""}], ""stateMutability"": ""view"", ""type"": ""function""}, {""inputs"": [{""internalType"": ""bytes32"", ""name"": ""role"", ""type"": ""bytes32""}, {""internalType"": ""address"", ""name"": ""callerConfirmation"", ""type"": ""address""}], ""name"": ""renounceRole"", ""outputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""function""}, {""inputs"": [{""internalType"": ""bytes32"", ""name"": ""role"", ""type"": ""bytes32""}, {""internalType"": ""address"", ""name"": ""account"", ""type"": ""address""}], ""name"": ""revokeRole"", ""outputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""function""}, {""inputs"": [{""internalType"": ""bytes4"", ""name"": ""interfaceId"", ""type"": ""bytes4""}], ""name"": ""supportsInterface"", ""outputs"": [{""internalType"": ""bool"", ""name"": """", ""type"": ""bool""}], ""stateMutability"": ""view"", ""type"": ""function""}]",6080604052348015600e575f5ffd5b5060215f5f1b5f5f1b602560201b60201c565b609d565b5f603383608160201b60201c565b9050815f5f8581526020019081526020015f20600101819055508181847fbd79b86ffe0ab8e8776151514217cd7cacd52c909f66475c3af44e129f0b00ff60405160405180910390a4505050565b5f5f5f8381526020019081526020015f20600101549050919050565b610a2e806100aa5f395ff3fe608060405234801561000f575f5ffd5b5060043610610086575f3560e01c80635b0ee297116100595780635b0ee2971461012257806391d148541461013e578063a217fddf1461016e578063d547741f1461018c57610086565b806301ffc9a71461008a578063248a9ca3146100ba5780632f2ff15d146100ea57806336568abe14610106575b5f5ffd5b6100a4600480360381019061009f919061077e565b6101a8565b6040516100b191906107c3565b60405180910390f35b6100d460048036038101906100cf919061080f565b610221565b6040516100e19190610849565b60405180910390f35b61010460048036038101906100ff91906108bc565b61023d565b005b610120600480360381019061011b91906108bc565b61025f565b005b61013c600480360381019061013791906108fa565b6102da565b005b610158600480360381019061015391906108bc565b61039b565b60405161016591906107c3565b60405180910390f35b6101766103fe565b6040516101839190610849565b60405180910390f35b6101a660048036038101906101a191906108bc565b610404565b005b5f7f7965db0b000000000000000000000000000000000000000000000000000000007bffffffffffffffffffffffffffffffffffffffffffffffffffffffff1916827bffffffffffffffffffffffffffffffffffffffffffffffffffffffff1916148061021a575061021982610426565b5b9050919050565b5f5f5f8381526020019081526020015f20600101549050919050565b61024682610221565b61024f8161048f565b61025983836104a3565b50505050565b61026761058c565b73ffffffffffffffffffffffffffffffffffffffff168173ffffffffffffffffffffffffffffffffffffffff16146102cb576040517f6697b23200000000000000000000000000000000000000000000000000000000815260040160405180910390fd5b6102d58282610593565b505050565b6102e65f5f1b3361039b565b610325576040517f08c379a000000000000000000000000000000000000000000000000000000000815260040161031c906109a4565b60405180910390fd5b610331815f5f1b61067c565b61033b818361023d565b3373ffffffffffffffffffffffffffffffffffffffff168273ffffffffffffffffffffffffffffffffffffffff16827f2f8788117e7eff1d82e926ec794901d17c78024a50270940304540a733656f0d60405160405180910390a4505050565b5f5f5f8481526020019081526020015f205f015f8373ffffffffffffffffffffffffffffffffffffffff1673ffffffffffffffffffffffffffffffffffffffff1681526020019081526020015f205f9054906101000a900460ff16905092915050565b5f5f1b81565b61040d82610221565b6104168161048f565b6104208383610593565b50505050565b5f7f01ffc9a7000000000000000000000000000000000000000000000000000000007bffffffffffffffffffffffffffffffffffffffffffffffffffffffff1916827bffffffffffffffffffffffffffffffffffffffffffffffffffffffff1916149050919050565b6104a08161049b61058c565b6106d4565b50565b5f6104ae838361039b565b6105825760015f5f8581526020019081526020015f205f015f8473ffffffffffffffffffffffffffffffffffffffff1673ffffffffffffffffffffffffffffffffffffffff1681526020019081526020015f205f6101000a81548160ff02191690831515021790555061051f61058c565b73ffffffffffffffffffffffffffffffffffffffff168273ffffffffffffffffffffffffffffffffffffffff16847f2f8788117e7eff1d82e926ec794901d17c78024a50270940304540a733656f0d60405160405180910390a460019050610586565b5f90505b92915050565b5f33905090565b5f61059e838361039b565b15610672575f5f5f8581526020019081526020015f205f015f8473ffffffffffffffffffffffffffffffffffffffff1673ffffffffffffffffffffffffffffffffffffffff1681526020019081526020015f205f6101000a81548160ff02191690831515021790555061060f61058c565b73ffffffffffffffffffffffffffffffffffffffff168273ffffffffffffffffffffffffffffffffffffffff16847ff6391f5c32d9c69d2a47ea670b442974b53935d1edc7fd64eb21e047a839171b60405160405180910390a460019050610676565b5f90505b92915050565b5f61068683610221565b9050815f5f8581526020019081526020015f20600101819055508181847fbd79b86ffe0ab8e8776151514217cd7cacd52c909f66475c3af44e129f0b00ff60405160405180910390a4505050565b6106de828261039b565b6107215780826040517fe2517d3f0000000000000000000000000000000000000000000000000000000081526004016107189291906109d1565b60405180910390fd5b5050565b5f5ffd5b5f7fffffffff0000000000000000000000000000000000000000000000000000000082169050919050565b61075d81610729565b8114610767575f5ffd5b50565b5f8135905061077881610754565b92915050565b5f6020828403121561079357610792610725565b5b5f6107a08482850161076a565b91505092915050565b5f8115159050919050565b6107bd816107a9565b82525050565b5f6020820190506107d65f8301846107b4565b92915050565b5f819050919050565b6107ee816107dc565b81146107f8575f5ffd5b50565b5f81359050610809816107e5565b92915050565b5f6020828403121561082457610823610725565b5b5f610831848285016107fb565b91505092915050565b610843816107dc565b82525050565b5f60208201905061085c5f83018461083a565b92915050565b5f73ffffffffffffffffffffffffffffffffffffffff82169050919050565b5f61088b82610862565b9050919050565b61089b81610881565b81146108a5575f5ffd5b50565b5f813590506108b681610892565b92915050565b5f5f604083850312156108d2576108d1610725565b5b5f6108df858286016107fb565b92505060206108f0858286016108a8565b9150509250929050565b5f5f5f6060848603121561091157610910610725565b5b5f61091e868287016108a8565b935050602061092f868287016108a8565b9250506040610940868287016107fb565b9150509250925092565b5f82825260208201905092915050565b7f43616c6c6572206973206e6f7420616e2061646d696e000000000000000000005f82015250565b5f61098e60168361094a565b91506109998261095a565b602082019050919050565b5f6020820190508181035f8301526109bb81610982565b9050919050565b6109cb81610881565b82525050565b5f6040820190506109e45f8301856109c2565b6109f1602083018461083a565b939250505056fea2646970667358221220ec54de6cfa22713dbf551124d07d097783550a0118139aadb04ebb239a60601864736f6c634300081e0033
2439.sol,node_modules/@openzeppelin/contracts/access/AccessControl.sol:AccessControl,"[{""inputs"": [], ""name"": ""AccessControlBadConfirmation"", ""type"": ""error""}, {""inputs"": [{""internalType"": ""address"", ""name"": ""account"", ""type"": ""address""}, {""internalType"": ""bytes32"", ""name"": ""neededRole"", ""type"": ""bytes32""}], ""name"": ""AccessControlUnauthorizedAccount"", ""type"": ""error""}, {""anonymous"": false, ""inputs"": [{""indexed"": true, ""internalType"": ""bytes32"", ""name"": ""role"", ""type"": ""bytes32""}, {""indexed"": true, ""internalType"": ""bytes32"", ""name"": ""previousAdminRole"", ""type"": ""bytes32""}, {""indexed"": true, ""internalType"": ""bytes32"", ""name"": ""newAdminRole"", ""type"": ""bytes32""}], ""name"": ""RoleAdminChanged"", ""type"": ""event""}, {""anonymous"": false, ""inputs"": [{""indexed"": true, ""internalType"": ""bytes32"", ""name"": ""role"", ""type"": ""bytes32""}, {""indexed"": true, ""internalType"": ""address"", ""name"": ""account"", ""type"": ""address""}, {""indexed"": true, ""internalType"": ""address"", ""name"": ""sender"", ""type"": ""address""}], ""name"": ""RoleGranted"", ""type"": ""event""}, {""anonymous"": false, ""inputs"": [{""indexed"": true, ""internalType"": ""bytes32"", ""name"": ""role"", ""type"": ""bytes32""}, {""indexed"": true, ""internalType"": ""address"", ""name"": ""account"", ""type"": ""address""}, {""indexed"": true, ""internalType"": ""address"", ""name"": ""sender"", ""type"": ""address""}], ""name"": ""RoleRevoked"", ""type"": ""event""}, {""inputs"": [], ""name"": ""DEFAULT_ADMIN_ROLE"", ""outputs"": [{""internalType"": ""bytes32"", ""name"": """", ""type"": ""bytes32""}], ""stateMutability"": ""view"", ""type"": ""function""}, {""inputs"": [{""internalType"": ""bytes32"", ""name"": ""role"", ""type"": ""bytes32""}], ""name"": ""getRoleAdmin"", ""outputs"": [{""internalType"": ""bytes32"", ""name"": """", ""type"": ""bytes32""}], ""stateMutability"": ""view"", ""type"": ""function""}, {""inputs"": [{""internalType"": ""bytes32"", ""name"": ""role"", ""type"": ""bytes32""}, {""internalType"": ""address"", ""name"": ""account"", ""type"": ""address""}], ""name"": ""grantRole"", ""outputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""function""}, {""inputs"": [{""internalType"": ""bytes32"", ""name"": ""role"", ""type"": ""bytes32""}, {""internalType"": ""address"", ""name"": ""account"", ""type"": ""address""}], ""name"": ""hasRole"", ""outputs"": [{""internalType"": ""bool"", ""name"": """", ""type"": ""bool""}], ""stateMutability"": ""view"", ""type"": ""function""}, {""inputs"": [{""internalType"": ""bytes32"", ""name"": ""role"", ""type"": ""bytes32""}, {""internalType"": ""address"", ""name"": ""callerConfirmation"", ""type"": ""address""}], ""name"": ""renounceRole"", ""outputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""function""}, {""inputs"": [{""internalType"": ""bytes32"", ""name"": ""role"", ""type"": ""bytes32""}, {""internalType"": ""address"", ""name"": ""account"", ""type"": ""address""}], ""name"": ""revokeRole"", ""outputs"": [], ""stateMutability"": ""nonpayable"", ""type"": ""function""}, {""inputs"": [{""internalType"": ""bytes4"", ""name"": ""interfaceId"", ""type"": ""bytes4""}], ""name"": ""supportsInterface"", ""outputs"": [{""internalType"": ""bool"", ""name"": """", ""type"": ""bool""}], ""stateMutability"": ""view"", ""type"": ""function""}]",
